hotel_id,name,date,allotment_total,allotment_sold,available,price_per_night,recommendation,suggested_price_eur,potential_revenue_eur
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,579.0,SPECIAL OFFER -15%,492.15,6397.95
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,522.0,SPECIAL OFFER -15%,443.7,5768.1
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,849.0,SPECIAL OFFER -15%,721.65,9381.45
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,799.0,SPECIAL OFFER -15%,679.15,8828.95
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,819.0,SPECIAL OFFER -15%,696.15,9049.95
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,802.0,SPECIAL OFFER -15%,681.7,8862.1
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,589.0,SPECIAL OFFER -15%,500.65,6508.45
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,423.0,SPECIAL OFFER -15%,359.55,4674.15
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,849.0,SPECIAL OFFER -15%,721.65,9381.45
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,504.0,SPECIAL OFFER -15%,428.4,5569.2
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,557.0,SPECIAL OFFER -15%,473.45,6154.85
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,667.0,SPECIAL OFFER -15%,566.95,7370.35
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,866.0,SPECIAL OFFER -15%,736.1,9569.3
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,550.0,SPECIAL OFFER -15%,467.5,6077.5
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,402.0,SPECIAL OFFER -15%,341.7,4442.1
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,562.0,SPECIAL OFFER -15%,477.7,6210.1
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,883.0,SPECIAL OFFER -15%,750.55,9757.15
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,531.0,SPECIAL OFFER -15%,451.35,5867.55
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,561.0,SPECIAL OFFER -15%,476.85,6199.05
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,655.0,SPECIAL OFFER -15%,556.75,7237.75
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,558.0,SPECIAL OFFER -15%,474.3,6165.9
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,515.0,SPECIAL OFFER -15%,437.75,5690.75
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,819.0,SPECIAL OFFER -15%,696.15,9049.95
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,647.0,SPECIAL OFFER -15%,549.95,7149.35
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,453.0,SPECIAL OFFER -15%,385.05,5005.65
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,780.0,SPECIAL OFFER -15%,663.0,8619.0
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,842.0,SPECIAL OFFER -15%,715.7,9304.1
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,740.0,SPECIAL OFFER -15%,629.0,8177.0
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,551.0,SPECIAL OFFER -15%,468.35,6088.55
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,639.0,SPECIAL OFFER -15%,543.15,7060.95
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,717.0,SPECIAL OFFER -15%,609.45,7922.85
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,713.0,SPECIAL OFFER -15%,606.05,7878.65
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,709.0,SPECIAL OFFER -15%,602.65,7834.45
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,683.0,SPECIAL OFFER -15%,580.55,7547.15
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,493.0,SPECIAL OFFER -15%,419.05,5447.65
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,807.0,SPECIAL OFFER -15%,685.95,8917.35
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,500.0,SPECIAL OFFER -15%,425.0,5525.0
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,458.0,SPECIAL OFFER -15%,389.3,5060.9
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,492.0,SPECIAL OFFER -15%,418.2,5436.6
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,793.0,SPECIAL OFFER -15%,674.05,8762.65
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,874.0,SPECIAL OFFER -15%,742.9,9657.7
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,488.0,SPECIAL OFFER -15%,414.8,5392.4
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,615.0,SPECIAL OFFER -15%,522.75,6795.75
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,508.0,SPECIAL OFFER -15%,431.8,5613.4
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,770.0,SPECIAL OFFER -15%,654.5,8508.5
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,613.0,SPECIAL OFFER -15%,521.05,6773.65
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,452.0,SPECIAL OFFER -15%,384.2,4994.6
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,470.0,SPECIAL OFFER -15%,399.5,5193.5
86a8b017,Hotel Cap Rocat,2026-01-20,30,17,13,651.0,SPECIAL OFFER -15%,553.35,7193.55
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,186.0,SAME PRICE,186.0,1488.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,163.0,SAME PRICE,163.0,1304.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,161.0,SAME PRICE,161.0,1288.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,168.0,SAME PRICE,168.0,1344.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,155.0,SAME PRICE,155.0,1240.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,136.0,SAME PRICE,136.0,1088.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,125.0,SAME PRICE,125.0,1000.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,170.0,SAME PRICE,170.0,1360.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,205.0,SAME PRICE,205.0,1640.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,156.0,SAME PRICE,156.0,1248.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,217.0,SAME PRICE,217.0,1736.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,179.0,SAME PRICE,179.0,1432.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,214.0,SAME PRICE,214.0,1712.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,205.0,SAME PRICE,205.0,1640.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,141.0,SAME PRICE,141.0,1128.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,247.0,SAME PRICE,247.0,1976.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,222.0,SAME PRICE,222.0,1776.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,155.0,SAME PRICE,155.0,1240.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,131.0,SAME PRICE,131.0,1048.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,177.0,SAME PRICE,177.0,1416.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,126.0,SAME PRICE,126.0,1008.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,246.0,SAME PRICE,246.0,1968.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,239.0,SAME PRICE,239.0,1912.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,152.0,SAME PRICE,152.0,1216.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,138.0,SAME PRICE,138.0,1104.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,185.0,SAME PRICE,185.0,1480.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,143.0,SAME PRICE,143.0,1144.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,182.0,SAME PRICE,182.0,1456.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,221.0,SAME PRICE,221.0,1768.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,234.0,SAME PRICE,234.0,1872.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,132.0,SAME PRICE,132.0,1056.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,223.0,SAME PRICE,223.0,1784.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,137.0,SAME PRICE,137.0,1096.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,238.0,SAME PRICE,238.0,1904.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,235.0,SAME PRICE,235.0,1880.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,204.0,SAME PRICE,204.0,1632.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,214.0,SAME PRICE,214.0,1712.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,120.0,SAME PRICE,120.0,960.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,187.0,SAME PRICE,187.0,1496.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,165.0,SAME PRICE,165.0,1320.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,199.0,SAME PRICE,199.0,1592.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,247.0,SAME PRICE,247.0,1976.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,165.0,SAME PRICE,165.0,1320.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,174.0,SAME PRICE,174.0,1392.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,211.0,SAME PRICE,211.0,1688.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,164.0,SAME PRICE,164.0,1312.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,166.0,SAME PRICE,166.0,1328.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,168.0,SAME PRICE,168.0,1344.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,159.0,SAME PRICE,159.0,1272.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,216.0,SAME PRICE,216.0,1728.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,218.0,SAME PRICE,218.0,1744.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,151.0,SAME PRICE,151.0,1208.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,171.0,SAME PRICE,171.0,1368.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,219.0,SAME PRICE,219.0,1752.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,149.0,SAME PRICE,149.0,1192.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,137.0,SAME PRICE,137.0,1096.0
3aaf0cc6,Hotel Centro,2026-01-20,25,17,8,165.0,SAME PRICE,165.0,1320.0
4c9692b3,Hotel Mar,2026-01-20,17,5,12,241.0,SPECIAL OFFER -15%,204.85,2458.2
4c9692b3,Hotel Mar,2026-01-20,17,5,12,193.0,SPECIAL OFFER -15%,164.05,1968.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,154.0,SPECIAL OFFER -15%,130.9,1570.8
4c9692b3,Hotel Mar,2026-01-20,17,5,12,248.0,SPECIAL OFFER -15%,210.8,2529.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,183.0,SPECIAL OFFER -15%,155.55,1866.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,239.0,SPECIAL OFFER -15%,203.15,2437.8
4c9692b3,Hotel Mar,2026-01-20,17,5,12,228.0,SPECIAL OFFER -15%,193.8,2325.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,255.0,SPECIAL OFFER -15%,216.75,2601.0
4c9692b3,Hotel Mar,2026-01-20,17,5,12,202.0,SPECIAL OFFER -15%,171.7,2060.4
4c9692b3,Hotel Mar,2026-01-20,17,5,12,155.0,SPECIAL OFFER -15%,131.75,1581.0
4c9692b3,Hotel Mar,2026-01-20,17,5,12,218.0,SPECIAL OFFER -15%,185.3,2223.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,233.0,SPECIAL OFFER -15%,198.05,2376.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,215.0,SPECIAL OFFER -15%,182.75,2193.0
4c9692b3,Hotel Mar,2026-01-20,17,5,12,245.0,SPECIAL OFFER -15%,208.25,2499.0
4c9692b3,Hotel Mar,2026-01-20,17,5,12,175.0,SPECIAL OFFER -15%,148.75,1785.0
4c9692b3,Hotel Mar,2026-01-20,17,5,12,223.0,SPECIAL OFFER -15%,189.55,2274.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,274.0,SPECIAL OFFER -15%,232.9,2794.8
4c9692b3,Hotel Mar,2026-01-20,17,5,12,235.0,SPECIAL OFFER -15%,199.75,2397.0
4c9692b3,Hotel Mar,2026-01-20,17,5,12,222.0,SPECIAL OFFER -15%,188.7,2264.4
4c9692b3,Hotel Mar,2026-01-20,17,5,12,177.0,SPECIAL OFFER -15%,150.45,1805.4
4c9692b3,Hotel Mar,2026-01-20,17,5,12,223.0,SPECIAL OFFER -15%,189.55,2274.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,238.0,SPECIAL OFFER -15%,202.3,2427.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,181.0,SPECIAL OFFER -15%,153.85,1846.2
4c9692b3,Hotel Mar,2026-01-20,17,5,12,251.0,SPECIAL OFFER -15%,213.35,2560.2
4c9692b3,Hotel Mar,2026-01-20,17,5,12,178.0,SPECIAL OFFER -15%,151.3,1815.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,203.0,SPECIAL OFFER -15%,172.55,2070.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,149.0,SPECIAL OFFER -15%,126.65,1519.8
4c9692b3,Hotel Mar,2026-01-20,17,5,12,195.0,SPECIAL OFFER -15%,165.75,1989.0
4c9692b3,Hotel Mar,2026-01-20,17,5,12,213.0,SPECIAL OFFER -15%,181.05,2172.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,272.0,SPECIAL OFFER -15%,231.2,2774.4
4c9692b3,Hotel Mar,2026-01-20,17,5,12,199.0,SPECIAL OFFER -15%,169.15,2029.8
4c9692b3,Hotel Mar,2026-01-20,17,5,12,182.0,SPECIAL OFFER -15%,154.7,1856.4
4c9692b3,Hotel Mar,2026-01-20,17,5,12,212.0,SPECIAL OFFER -15%,180.2,2162.4
4c9692b3,Hotel Mar,2026-01-20,17,5,12,267.0,SPECIAL OFFER -15%,226.95,2723.4
4c9692b3,Hotel Mar,2026-01-20,17,5,12,183.0,SPECIAL OFFER -15%,155.55,1866.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,160.0,SPECIAL OFFER -15%,136.0,1632.0
4c9692b3,Hotel Mar,2026-01-20,17,5,12,262.0,SPECIAL OFFER -15%,222.7,2672.4
4c9692b3,Hotel Mar,2026-01-20,17,5,12,218.0,SPECIAL OFFER -15%,185.3,2223.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,216.0,SPECIAL OFFER -15%,183.6,2203.2
4c9692b3,Hotel Mar,2026-01-20,17,5,12,253.0,SPECIAL OFFER -15%,215.05,2580.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,229.0,SPECIAL OFFER -15%,194.65,2335.8
4c9692b3,Hotel Mar,2026-01-20,17,5,12,244.0,SPECIAL OFFER -15%,207.4,2488.8
4c9692b3,Hotel Mar,2026-01-20,17,5,12,204.0,SPECIAL OFFER -15%,173.4,2080.8
4c9692b3,Hotel Mar,2026-01-20,17,5,12,183.0,SPECIAL OFFER -15%,155.55,1866.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,233.0,SPECIAL OFFER -15%,198.05,2376.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,156.0,SPECIAL OFFER -15%,132.6,1591.2
4c9692b3,Hotel Mar,2026-01-20,17,5,12,232.0,SPECIAL OFFER -15%,197.2,2366.4
4c9692b3,Hotel Mar,2026-01-20,17,5,12,248.0,SPECIAL OFFER -15%,210.8,2529.6
4c9692b3,Hotel Mar,2026-01-20,17,5,12,227.0,SPECIAL OFFER -15%,192.95,2315.4
4c9692b3,Hotel Mar,2026-01-20,17,5,12,272.0,SPECIAL OFFER -15%,231.2,2774.4
4c9692b3,Hotel Mar,2026-01-20,17,5,12,239.0,SPECIAL OFFER -15%,203.15,2437.8
4c9692b3,Hotel Mar,2026-01-20,17,5,12,257.0,SPECIAL OFFER -15%,218.45,2621.4
4c9692b3,Hotel Mar,2026-01-20,17,5,12,232.0,SPECIAL OFFER -15%,197.2,2366.4
4c9692b3,Hotel Mar,2026-01-20,17,5,12,266.0,SPECIAL OFFER -15%,226.1,2713.2
4c9692b3,Hotel Mar,2026-01-20,17,5,12,175.0,SPECIAL OFFER -15%,148.75,1785.0
4c9692b3,Hotel Mar,2026-01-20,17,5,12,197.0,SPECIAL OFFER -15%,167.45,2009.4
4c9692b3,Hotel Mar,2026-01-20,17,5,12,240.0,SPECIAL OFFER -15%,204.0,2448.0
4c9692b3,Hotel Mar,2026-01-20,17,5,12,247.0,SPECIAL OFFER -15%,209.95,2519.4
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,1049.0,INCREASE PRICE +20%,1258.8,1258.8
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,1454.0,INCREASE PRICE +20%,1744.8,1744.8
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,726.0,INCREASE PRICE +20%,871.2,871.2
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,1233.0,INCREASE PRICE +20%,1479.6,1479.6
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,694.0,INCREASE PRICE +20%,832.8,832.8
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,1355.0,INCREASE PRICE +20%,1626.0,1626.0
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,715.0,INCREASE PRICE +20%,858.0,858.0
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,766.0,INCREASE PRICE +20%,919.2,919.2
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,1486.0,INCREASE PRICE +20%,1783.2,1783.2
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,1436.0,INCREASE PRICE +20%,1723.2,1723.2
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,858.0,INCREASE PRICE +20%,1029.6,1029.6
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,786.0,INCREASE PRICE +20%,943.2,943.2
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,835.0,INCREASE PRICE +20%,1002.0,1002.0
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,734.0,INCREASE PRICE +20%,880.8,880.8
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,1000.0,INCREASE PRICE +20%,1200.0,1200.0
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,709.0,INCREASE PRICE +20%,850.8,850.8
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,1291.0,INCREASE PRICE +20%,1549.2,1549.2
1ad4f8c1,Le Meurice,2026-01-20,10,9,1,1311.0,INCREASE PRICE +20%,1573.2,1573.2
